,Company,"Company, City, State, ZIP",Fatality or Catastrophe,Inspection #,Preliminary Description of Incident,Summary Report Date,Unnamed: 4,Victim(s),date,place,lat,lng
2739,Worker adjusting supports holding up a trailer was killed when his head and torso were caught between two side-by-side trailers.,,,,"Blacha Trucking & Service, Inc., Alsip, IL 60453",12/3/2011,Worker adjusting supports holding up a trailer was killed when his head and torso were caught between two side-by-side trailers.,,12/1/2011,Worker adjusting supports holding up a trailer was killed when his head and torso were caught between two side-by-side trailers.,,
2740,Worker was struck and killed by a log that bounced off a stump.,,,,"Leonardo Logging, Eureka, CA 95540",12/3/2011,Worker was struck and killed by a log that bounced off a stump.,,12/1/2011,Worker was struck and killed by a log that bounced off a stump.,,
2741,Worker died when he fell 18 feet while climbing a ladder.,,,,"Medley Communications, Inc. Sierrra Vista, AZ 85635",12/10/2011,Worker died when he fell 18 feet while climbing a ladder.,,11/1/2011,Worker died when he fell 18 feet while climbing a ladder.,,
2742,Worker was shot by a co-worker.,,,,"University of Illinois at Chicago - Medical Center, Chicago, IL 60637",12/10/2011,Worker was shot by a co-worker.,,11/24/2011,Worker was shot by a co-worker.,,
2743,Two workers were killed when the crane they were operating collapsed.,,,,"AGS Waterproofing, Atlanta, GA",12/10/2011,Two workers were killed when the crane they were operating collapsed.,,12/1/2011,Two workers were killed when the crane they were operating collapsed.,,
2744,Worker loading machinery onto a utility truck was electrocuted when the truck's lift touched an overhead power line.,,,,"Central Florida Irrigation Services, Inc., Avon Park, FL 33825",12/10/2011,Worker loading machinery onto a utility truck was electrocuted when the truck's lift touched an overhead power line.,,12/1/2011,Worker loading machinery onto a utility truck was electrocuted when the truck's lift touched an overhead power line.,,
2745,Worker was killed when caught-in between a tractor backing up and a trailer.,,,,"Barstow Truck Parts and Equipment Leasing, Inc., Indian Springs, NV 89018",12/10/2011,Worker was killed when caught-in between a tractor backing up and a trailer.,,12/2/2011,Worker was killed when caught-in between a tractor backing up and a trailer.,,
2746,Worker operating a tilt frame truck used to place a roll-off container onto the truck was killed when an anchorage point broke free and struck him on the head after it was propelled through the rear window of the truck cab.,,,,"Champion Construction Co., North Bergen, NJ 07047",12/10/2011,Worker operating a tilt frame truck used to place a roll-off container onto the truck was killed when an anchorage point broke free and struck him on the head after it was propelled through the rear window of the truck cab.,,12/3/2011,Worker operating a tilt frame truck used to place a roll-off container onto the truck was killed when an anchorage point broke free and struck him on the head after it was propelled through the rear window of the truck cab.,,
2747,Worker was cutting down a tree when he was struck and killed by a nearby falling tree.,,,,"Decker Forest Products, Inc., Bainbridge, NY 13733",12/10/2011,Worker was cutting down a tree when he was struck and killed by a nearby falling tree.,,12/5/2011,Worker was cutting down a tree when he was struck and killed by a nearby falling tree.,,
2748,Worker servicing a refrigeration unit leak collapsed and died.,,,,"Fazio Mechanical Services, Inc., New Albany, OH 43054",12/10/2011,Worker servicing a refrigeration unit leak collapsed and died.,,12/5/2011,Worker servicing a refrigeration unit leak collapsed and died.,,
2749,Worker was fumigating a house and collapsed.,,,,"Mission City Fumigation, San Rafael, CA 94901",12/10/2011,Worker was fumigating a house and collapsed.,,12/5/2011,Worker was fumigating a house and collapsed.,,
2750,Worker removing roofing tiles died after falling 14 feet and striking his head.,,,,"Sharp Roofing, Irvine, CA 92603",12/10/2011,Worker removing roofing tiles died after falling 14 feet and striking his head.,,12/5/2011,Worker removing roofing tiles died after falling 14 feet and striking his head.,,
2751,Worker died after he slipped and fell while clearing asphault.,,,,"Southwest Concrete and Paving, Deming, NM 88030",12/10/2011,Worker died after he slipped and fell while clearing asphault.,,12/5/2011,Worker died after he slipped and fell while clearing asphault.,,
2752,Worker putting paddles in the back of a pickup truck was run over and killed after the driver put the truck in reverse.,,,,"Wexcon, Incorporated, Lancaster, PA 17604",12/10/2011,Worker putting paddles in the back of a pickup truck was run over and killed after the driver put the truck in reverse.,,12/5/2011,Worker putting paddles in the back of a pickup truck was run over and killed after the driver put the truck in reverse.,,
2753,Worker died after being struck by a tree-pruning machine he was repairing.,,,,"DNH Hedging, LLC., Eagle Pass, TX 78852",12/10/2011,Worker died after being struck by a tree-pruning machine he was repairing.,,12/6/2011,Worker died after being struck by a tree-pruning machine he was repairing.,,
2754,Worker died after falling nearly 40 feet from an aerial lift work platform after a bridge crane collided into the lift boom.,,,,"CAL Strip Industries, Inc., Commerce, CA 90040",12/10/2011,Worker died after falling nearly 40 feet from an aerial lift work platform after a bridge crane collided into the lift boom.,,12/8/2011,Worker died after falling nearly 40 feet from an aerial lift work platform after a bridge crane collided into the lift boom.,,
2755,Worker died from head injuries after he was thrown from a collapsed rig.,,,,"TNT Energy, Inc., Rising Star, TX 76471",12/10/2011,Worker died from head injuries after he was thrown from a collapsed rig.,,12/8/2011,Worker died from head injuries after he was thrown from a collapsed rig.,,
2756,Worker died when he fell from a ladder while repairing a garage bay door opener.,,,,"Haverstraw Transit, Haverstraw, NY 10927",12/10/2011,Worker died when he fell from a ladder while repairing a garage bay door opener.,,12/9/2011,Worker died when he fell from a ladder while repairing a garage bay door opener.,,
2757,"Worker died after falling 12 feet from an unsecured ladder while cutting into a 5,000-gallon tank.",,,,"Compeq International Corp., Salt Lake City, UT 84116",12/17/2011,"Worker died after falling 12 feet from an unsecured ladder while cutting into a 5,000-gallon tank.",,12/2/2011,"Worker died after falling 12 feet from an unsecured ladder while cutting into a 5,000-gallon tank.",-38.3090413,144.6642839
2758,Worker walking across the parking lot was struck and killed by a semi-truck delivering freight.,,,,"Diversified Machinery Columbus, Columbus, GA 31904",12/17/2011,Worker walking across the parking lot was struck and killed by a semi-truck delivering freight.,,12/2/2011,Worker walking across the parking lot was struck and killed by a semi-truck delivering freight.,,
2759,Worker engaged in roadway patchwork was struck and killed by a motor vehicle.,,,,"Groundworks Unlimited, LLC., Savannah, GA 31411",12/17/2011,Worker engaged in roadway patchwork was struck and killed by a motor vehicle.,,12/5/2011,Worker engaged in roadway patchwork was struck and killed by a motor vehicle.,,
2760,"Worker died when a 3,000-pound commercial oven he was loading fell off the manual forklift, crushing him.",,,,"Prudencio Pereda, Palm Springs, FL 33461",12/17/2011,"Worker died when a 3,000-pound commercial oven he was loading fell off the manual forklift, crushing him.",,12/6/2011,"Worker died when a 3,000-pound commercial oven he was loading fell off the manual forklift, crushing him.",,
2761,Worker died after being kicked by a horse.,,,,"Silver Brook Stables, Louisville, KY 40241",12/17/2011,Worker died after being kicked by a horse.,,12/6/2011,Worker died after being kicked by a horse.,,
2762,Worker picking up road barricades while riding on the back bumper of a company truck died from head injuries when he fell off.,,,,"Road Safe Traffic Systems, Naples, FL 33412",12/17/2011,Worker picking up road barricades while riding on the back bumper of a company truck died from head injuries when he fell off.,,12/7/2011,Worker picking up road barricades while riding on the back bumper of a company truck died from head injuries when he fell off.,,
2763,Worker was trimming around power lines when he was struck and killed by a falling limb.,,,,"The Davey Tree Expert Company, Pratville, AL 36067",12/17/2011,Worker was trimming around power lines when he was struck and killed by a falling limb.,,12/8/2011,Worker was trimming around power lines when he was struck and killed by a falling limb.,,
2764,"Worker installing a cooling fan died when the fan fell, pinning him underneath it.",,,,"Action Electric Co., Inc., Smyrna, GA 30080",12/17/2011,"Worker installing a cooling fan died when the fan fell, pinning him underneath it.",,12/9/2011,"Worker installing a cooling fan died when the fan fell, pinning him underneath it.",,
2765,Worker's head was crushed between the rear of a trailer and a warehouse door.,,,,"Kraft Foods North America, Farmington Hills, MI 48335",12/17/2011,Worker's head was crushed between the rear of a trailer and a warehouse door.,,12/9/2011,Worker's head was crushed between the rear of a trailer and a warehouse door.,,
2766,"Worker suffered fatal injuries after falling off a ladder, hitting his head on concrete.",,,,"Precision Facilities Corporation, West Point, NY 10996",12/17/2011,"Worker suffered fatal injuries after falling off a ladder, hitting his head on concrete.",,12/9/2011,"Worker suffered fatal injuries after falling off a ladder, hitting his head on concrete.",,
2767,Worker operating a forklift that became stuck in a muddy pothole was killed when the unbalanced forklift tipped over onto him after he attempted to jump from vehicle.,,,,"United Commercial Cast Stone, Denton, TX 76208",12/17/2011,Worker operating a forklift that became stuck in a muddy pothole was killed when the unbalanced forklift tipped over onto him after he attempted to jump from vehicle.,,12/9/2011,Worker operating a forklift that became stuck in a muddy pothole was killed when the unbalanced forklift tipped over onto him after he attempted to jump from vehicle.,,
2768,Worker removing a water line on a kill floor was electrocuted after touching energized parts.,,,,"VPP Group, LLC., Norwalk, WI 54648",12/17/2011,Worker removing a water line on a kill floor was electrocuted after touching energized parts.,,12/9/2011,Worker removing a water line on a kill floor was electrocuted after touching energized parts.,,
2769,"Worker disassembling the head piece of a forage harvester was killed when the machine tipped over, crushing him.",,,,"Deer Country Farm & Lawn Equipment, Inc., Mohnton, PA 19540",12/17/2011,"Worker disassembling the head piece of a forage harvester was killed when the machine tipped over, crushing him.",,12/10/2011,"Worker disassembling the head piece of a forage harvester was killed when the machine tipped over, crushing him.",,
2770,"Worker walking alongside a forklift was run over and killed when he fell, landing in front of the forklift's rear tire.",,,,"Highlands Drilling, LLC., Wellsboro, PA 16901",12/17/2011,"Worker walking alongside a forklift was run over and killed when he fell, landing in front of the forklift's rear tire.",,12/10/2011,"Worker walking alongside a forklift was run over and killed when he fell, landing in front of the forklift's rear tire.",,
2771,Worker was found slumped over a guardrail.,,,,"BJ's Wholesale Club, Avon, OH 44011",12/17/2011,Worker was found slumped over a guardrail.,,12/12/2011,Worker was found slumped over a guardrail.,,
2772,Worker was crushed by an auger inside a salt truck.,,,,"Quality Scapes, Inc., Streamwood, IL 60107",12/17/2011,Worker was crushed by an auger inside a salt truck.,,12/12/2011,Worker was crushed by an auger inside a salt truck.,,
2773,Worker trimming trees was electrocuted after contacting a high voltage line.,,,,"Reillys Tree Cutting Service, Deerfield Beach, FL 33441",12/17/2011,Worker trimming trees was electrocuted after contacting a high voltage line.,,12/12/2011,Worker trimming trees was electrocuted after contacting a high voltage line.,,
2774,"Worker handling an abrasive waterjet machine died from injuries when a high pressure water line coupling failed, causing the water to hit the worker in the chest.",,,,"Aerospace Fabrications of Georgia, Inc., Dallas, GA 30132",12/17/2011,"Worker handling an abrasive waterjet machine died from injuries when a high pressure water line coupling failed, causing the water to hit the worker in the chest.",,12/13/2011,"Worker handling an abrasive waterjet machine died from injuries when a high pressure water line coupling failed, causing the water to hit the worker in the chest.",,
2775,Worker performing welding tasks inside a steel tank was killed when he fell 55 feet from scaffolding.,,,,"Enerfab, Inc., Arcadia, FL 34266",12/17/2011,Worker performing welding tasks inside a steel tank was killed when he fell 55 feet from scaffolding.,,12/13/2011,Worker performing welding tasks inside a steel tank was killed when he fell 55 feet from scaffolding.,,
2776,Worker was found crushed on a conveyor belt.,,,,"Hampton Lumber Mills - Washington, Morton, WA 98356",12/17/2011,Worker was found crushed on a conveyor belt.,,12/13/2011,Worker was found crushed on a conveyor belt.,,
2777,Worker was electrocuted after touching a 480-volt plug.,,,,"Pulverdryer USA, Springfield, MI 49037",12/17/2011,Worker was electrocuted after touching a 480-volt plug.,,12/13/2011,Worker was electrocuted after touching a 480-volt plug.,,
2778,Worker was working on a vehicle that fell from the hydraulic in ground two post lift.,,,,"Conway Auto Service, LLP., La Crosse, WI 54601",12/17/2011,Worker was working on a vehicle that fell from the hydraulic in ground two post lift.,,12/14/2011,Worker was working on a vehicle that fell from the hydraulic in ground two post lift.,,
2779,Worker died of head injuries when he fell out of a scissor lift that tipped over.,,,,"Paramount Pictures, New Orleans, LA 70129",12/24/2011,Worker died of head injuries when he fell out of a scissor lift that tipped over.,,11/22/2011,Worker died of head injuries when he fell out of a scissor lift that tipped over.,,
2780,Worker died after falling nearly 50 feet from a ladder.,,,,"Ethical Exteriors, Ann Arbor, MI 48198",12/24/2011,Worker died after falling nearly 50 feet from a ladder.,,11/28/2011,Worker died after falling nearly 50 feet from a ladder.,41.802328,-72.2515268
2781,Worker using a 40-foot ladder to hang Christmas lights was electrocuted when the ladder touched an overhead power line.,,,,"Carlos & Carla LLC., Grand Prairie, TX 75050",12/24/2011,Worker using a 40-foot ladder to hang Christmas lights was electrocuted when the ladder touched an overhead power line.,,12/2/2011,Worker using a 40-foot ladder to hang Christmas lights was electrocuted when the ladder touched an overhead power line.,,
2782,Worker fell in an elevator shaft.,,,,"Four Leaf Construction, Palo Alto, CA 94301",12/24/2011,Worker fell in an elevator shaft.,,12/6/2011,Worker fell in an elevator shaft.,,
2783,Worker was crushed between a trailer and a door.,,,,"Best Way Transport Inc., Cayey, PR 00736",12/24/2011,Worker was crushed between a trailer and a door.,,12/8/2011,Worker was crushed between a trailer and a door.,,
2784,Worker died when he fell from a ladder.,,,,"Andy on Call, Plano, TX 75074",12/24/2011,Worker died when he fell from a ladder.,,12/12/2011,Worker died when he fell from a ladder.,,
2785,Worker installing graphic decals died after falling more than 11 feet.,,,,"K & Y Designs, Inc., Schaumburg, IL 60195",12/24/2011,Worker installing graphic decals died after falling more than 11 feet.,,12/13/2011,Worker installing graphic decals died after falling more than 11 feet.,41.745932,-72.750629
2786,Worker was killed after being struck by a fallen tree branch while performing tree trimming activities.,,,,"The Pruner Tree Services, Fort Collins, CO 80525",12/24/2011,Worker was killed after being struck by a fallen tree branch while performing tree trimming activities.,,12/13/2011,Worker was killed after being struck by a fallen tree branch while performing tree trimming activities.,,
2787,Worker repairing a roof died after falling 25 feet through the roof to the concrete floor.,,,,"Premium Roofing Systems, LLC., Houston, TX 77040",12/24/2011,Worker repairing a roof died after falling 25 feet through the roof to the concrete floor.,,12/14/2011,Worker repairing a roof died after falling 25 feet through the roof to the concrete floor.,,
2788,Worker installing shingles on a roof died when he fell nearly 20 feet to the ground.,,,,"Roofing Louisiana General Contractors, Lafayette, LA 70508",12/24/2011,Worker installing shingles on a roof died when he fell nearly 20 feet to the ground.,,12/14/2011,Worker installing shingles on a roof died when he fell nearly 20 feet to the ground.,53.4489426,-2.3026204
2789,Worker was crushed between the passenger elevator car and the shaft wall.,,,,"Young & Rubicam, New York, NY 10017",12/24/2011,Worker was crushed between the passenger elevator car and the shaft wall.,,12/14/2011,Worker was crushed between the passenger elevator car and the shaft wall.,,
2790,Worker died after being struck and dragged 400 ft by a tractor trailer while walking in a parking lot during heavy rain.,,,,"Reynolds Transportation, Inc., Cameron, TX 76520",12/24/2011,Worker died after being struck and dragged 400 ft by a tractor trailer while walking in a parking lot during heavy rain.,,12/15/2011,Worker died after being struck and dragged 400 ft by a tractor trailer while walking in a parking lot during heavy rain.,,
2791,Worker was struck and killed by a bus.,,,,"Airserv Corporation, Union, NJ 07083",12/24/2011,Worker was struck and killed by a bus.,,12/16/2011,Worker was struck and killed by a bus.,,
2792,"Worker adding air to a tire was killed when it exploded, propelling him through the building's roof.",,,,"Frank Carradero, dba Frankie Tier Center, Humacao, PR 00791",12/24/2011,"Worker adding air to a tire was killed when it exploded, propelling him through the building's roof.",,12/16/2011,"Worker adding air to a tire was killed when it exploded, propelling him through the building's roof.",,
2793,"One worker died, another was seriously burned after handling nonferrous metal material.",,,,"Heritage Waste Technologies Industries, East Liverpool, OH 43920",12/24/2011,"One worker died, another was seriously burned after handling nonferrous metal material.",,12/17/2011,"One worker died, another was seriously burned after handling nonferrous metal material.",,
2794,"Worker was crushed by two 1,100-lb. bales of recycled paper that collapsed on top of him.",,,,"Allen Enterprises & Recycling, LLC., Connellsville, PA 15425",12/24/2011,"Worker was crushed by two 1,100-lb. bales of recycled paper that collapsed on top of him.",,12/19/2011,"Worker was crushed by two 1,100-lb. bales of recycled paper that collapsed on top of him.",,
2795,Worker trimming trees alongside the road was struck and killed by a passing car.,,,,"Wolf Tree Inc., Unicoi, TN 37692",12/24/2011,Worker trimming trees alongside the road was struck and killed by a passing car.,,12/19/2011,Worker trimming trees alongside the road was struck and killed by a passing car.,,
2796,Worker was crushed beneath a hydraulic excavator.,,,,"Mead Brothers Excavating, Ann Arbor, MI 48104",12/24/2011,Worker was crushed beneath a hydraulic excavator.,,12/20/2011,Worker was crushed beneath a hydraulic excavator.,,
2797,Worker sweeping up pieces of paper was killed when six bales of paper fell on him.,,,,"Rumpke of Ohio, Inc., Dayton, OH 45402",12/24/2011,Worker sweeping up pieces of paper was killed when six bales of paper fell on him.,,12/20/2011,Worker sweeping up pieces of paper was killed when six bales of paper fell on him.,,
2798,Worker was struck and killed by the cab of a tractor trailer truck that was being moved.,,,,"Silgan Plastics Corporation, Langhorne, PA 19047",12/24/2011,Worker was struck and killed by the cab of a tractor trailer truck that was being moved.,,12/21/2011,Worker was struck and killed by the cab of a tractor trailer truck that was being moved.,,
2799,Worker cleaning the pump feeder skid machine was pulled into it and crushed between the machine's two augers.,,,,"Tribe Mediterranean Foods, Inc., Taunton, MA 02780",12/31/2011,Worker cleaning the pump feeder skid machine was pulled into it and crushed between the machine's two augers.,,12/16/2011,Worker cleaning the pump feeder skid machine was pulled into it and crushed between the machine's two augers.,,
2800,Worker moving traffic control equipment from one side of the street was struck and killed by a vehicle.,,,,"Traffic Services, Inc., Palm Harbor, FL 33772",12/31/2011,Worker moving traffic control equipment from one side of the street was struck and killed by a vehicle.,,12/18/2011,Worker moving traffic control equipment from one side of the street was struck and killed by a vehicle.,,
2801,Worker handling materials inside of a humidity chamber died from injuries after an explosion occurred.,,,,"Myceix Technologies Corporation, Gainesville, GA 30501",12/31/2011,Worker handling materials inside of a humidity chamber died from injuries after an explosion occurred.,,12/20/2011,Worker handling materials inside of a humidity chamber died from injuries after an explosion occurred.,,
2802,Worker was crushed by a stack of stone slabs.,,,,"Stone Burg Marble and Granite, Tempe, AZ 85284",12/31/2011,Worker was crushed by a stack of stone slabs.,,12/22/2011,Worker was crushed by a stack of stone slabs.,,
2803,Worker was found laying on the ground with his arm in a manhole.,,,,"R&M Oil Supply, Inc., Smithton, IL 62285",12/31/2011,Worker was found laying on the ground with his arm in a manhole.,,12/24/2011,Worker was found laying on the ground with his arm in a manhole.,,
2804,Worker was crushed by a glass plate that fell on him while unloading.,,,,"Cardinal FG Company, Portage, WI 53901",12/31/2011,Worker was crushed by a glass plate that fell on him while unloading.,,12/25/2011,Worker was crushed by a glass plate that fell on him while unloading.,,
2805,Worker was electrocuted while repairing a beacon at the top of a communications tower.,,,,"Broadcast Tower & Antenna Services, Bonita Springs, FL 34135",12/31/2011,Worker was electrocuted while repairing a beacon at the top of a communications tower.,,12/26/2011,Worker was electrocuted while repairing a beacon at the top of a communications tower.,,
2806,Worker performing roofing activities died when he fell more than two stories to the concrete.,,,,"E Z Roofing, Inc., O'Fallon, IL 62269",12/31/2011,Worker performing roofing activities died when he fell more than two stories to the concrete.,,12/28/2011,Worker performing roofing activities died when he fell more than two stories to the concrete.,,
2807,Worker was shot during a robbery.,,,,"JFS Food Mart, Seminole, FL 33772",12/31/2011,Worker was shot during a robbery.,,12/28/2011,Worker was shot during a robbery.,,
2808,Worker was picking oranges and died after falling from a ladder.,,,,"Johnson Harvesting, Inc., Arcadia, FL 34266",12/31/2011,Worker was picking oranges and died after falling from a ladder.,,12/28/2011,Worker was picking oranges and died after falling from a ladder.,,
2809,Worker died after he was caught in a moving conveyor belt.,,,,"T. Fiore Demolition, Inc., Newark, NJ 07105",12/31/2011,Worker died after he was caught in a moving conveyor belt.,,12/30/2011,Worker died after he was caught in a moving conveyor belt.,,
2810,Worker died inside of a water truck after it rolled down an embankment.,,,,"Redcor Drilling, Winnemucca, NV 89446",1/7/2012,Worker died inside of a water truck after it rolled down an embankment.,,10/27/2011,Worker died inside of a water truck after it rolled down an embankment.,,
2811,Worker collapsed for unknown reasons.,,,,"Big Lots, Livermore, CA 94551",1/7/2012,Worker collapsed for unknown reasons.,,11/13/2011,Worker collapsed for unknown reasons.,,
2812,Worker died after being struck by a trailer.,,,,"Ventura Transfer, Carson, CA 90810",1/7/2012,Worker died after being struck by a trailer.,,11/16/2011,Worker died after being struck by a trailer.,,
2813,Worker operating a boom lift died from head injuries when lift tipped over.,,,,"Summit Equipment Rental, San Diego, CA 92154",1/7/2012,Worker operating a boom lift died from head injuries when lift tipped over.,,12/6/2011,Worker operating a boom lift died from head injuries when lift tipped over.,,
2814,Worker was caught between bar steel feeder and press.,,,,"Eaton Corporation, Kearney, NE 68848",1/7/2012,Worker was caught between bar steel feeder and press.,,12/7/2011,Worker was caught between bar steel feeder and press.,,
2815,Worker died after falling 80 feet from a scaffold.,,,,"Ameren UE, Labadie, MO 63055",1/7/2012,Worker died after falling 80 feet from a scaffold.,,12/20/2011,Worker died after falling 80 feet from a scaffold.,,
2816,Worker was engulfed when the sewer and water trench he was digging caved in.,,,,"CR Petersen, Inc., Dickinson, ND 58601",1/7/2012,Worker was engulfed when the sewer and water trench he was digging caved in.,,12/20/2011,Worker was engulfed when the sewer and water trench he was digging caved in.,,
2817,"Worker transferring a product from a tanker died from injuries when a pressurized vessel cover struck him, causing him to fall.",,,,"Schwerman Trucking Company, Raleigh, NC 27610",1/7/2012,"Worker transferring a product from a tanker died from injuries when a pressurized vessel cover struck him, causing him to fall.",,12/23/2011,"Worker transferring a product from a tanker died from injuries when a pressurized vessel cover struck him, causing him to fall.",,
2818,Highway worker died from head injuries after falling off the back of truck.,,,,"Highway Technologies, Inc., DeKalb, TX 75559",1/7/2012,Highway worker died from head injuries after falling off the back of truck.,,12/24/2011,Highway worker died from head injuries after falling off the back of truck.,,
2819,Worker died after he fell from an elevated platform.,,,,"JP Salvage, Staten Island, NY 10309",1/7/2012,Worker died after he fell from an elevated platform.,,12/27/2011,Worker died after he fell from an elevated platform.,,
2820,Worker stripping and waxing floors died from a heart attack. There will be no OSHA inspection.,,,,"Volt Workforce Solutions, St. Paul, MN 55107",1/7/2012,Worker stripping and waxing floors died from a heart attack. There will be no OSHA inspection.,,12/28/2011,Worker stripping and waxing floors died from a heart attack. There will be no OSHA inspection.,,
2821,Worker removing a phone line was electrocuted when he cut into a live power line.,,,,"Native Power, Inc., Jupiter, FL 33477",1/7/2012,Worker removing a phone line was electrocuted when he cut into a live power line.,,12/29/2011,Worker removing a phone line was electrocuted when he cut into a live power line.,,
2822,Worker died from burns after heating a valve with a torch during a fuel transfer operation.,,,,"Burt's Reliable Inc., Southold, NY 11971",1/7/2012,Worker died from burns after heating a valve with a torch during a fuel transfer operation.,,12/30/2011,Worker died from burns after heating a valve with a torch during a fuel transfer operation.,,
2823,Worker died after slipping and falling off a commercial building roof.,,,,"Hammacher, Schiemmer & Establishment DBA, West Chester, OH 45069",1/7/2012,Worker died after slipping and falling off a commercial building roof.,,12/30/2011,Worker died after slipping and falling off a commercial building roof.,,
2824,Worker died from a stroke.,,,,"Young Life Challenge, CA 95925",1/7/2012,Worker died from a stroke.,,12/30/2011,Worker died from a stroke.,,
2825,Worker was struck and killed by a commercial vehicle near the delivery ramp.,,,,"Certifit, Inc., San Antonio, TX 78218",1/7/2012,Worker was struck and killed by a commercial vehicle near the delivery ramp.,,1/3/2012,Worker was struck and killed by a commercial vehicle near the delivery ramp.,,
2826,Worker drowned while collecting golf balls from the bottom of a golf course pond.,,,,"Krush Sports & Entertainment, Inc., Brooksville, FL 34602",1/7/2012,Worker drowned while collecting golf balls from the bottom of a golf course pond.,,1/3/2012,Worker drowned while collecting golf balls from the bottom of a golf course pond.,,
2827,Worker was struck and killed by a metal pry bar when working on the brakes of a vehicle.,,,,"TA Operating, LLC, Hillsborough, NC 27278",1/7/2012,Worker was struck and killed by a metal pry bar when working on the brakes of a vehicle.,,1/3/2012,Worker was struck and killed by a metal pry bar when working on the brakes of a vehicle.,,
2828,"Worker was operating a skid steer loader and slipped out of the loader, crushing the left side of his chest.",,,,"Leonard Getty, St. John, KS 67576",1/7/2012,"Worker was operating a skid steer loader and slipped out of the loader, crushing the left side of his chest.",,1/4/2012,"Worker was operating a skid steer loader and slipped out of the loader, crushing the left side of his chest.",,
2829,Worker was electrocuted while performing overhead powerline construction.,,,,"MDR Construction, Moselle, MS 39459",1/7/2012,Worker was electrocuted while performing overhead powerline construction.,,1/4/2012,Worker was electrocuted while performing overhead powerline construction.,,
2830,Worker was crushed when the forklift he was operating overturned.,,,,"Southern Tire Mart, New Orleans, LA 70123",1/7/2012,Worker was crushed when the forklift he was operating overturned.,,1/4/2012,Worker was crushed when the forklift he was operating overturned.,,
2831,Worker lifting materials using a boom lift was electrocuted after the boom contacted a live power line.,,,,"The Migues Deloach Company, LLC., Ft. Polk, LA 71459",1/7/2012,Worker lifting materials using a boom lift was electrocuted after the boom contacted a live power line.,,1/4/2012,Worker lifting materials using a boom lift was electrocuted after the boom contacted a live power line.,,
2832,Worker was struck and killed by a forklift.,,,,"Trans Action Packing, Houston, TX 77032",1/7/2012,Worker was struck and killed by a forklift.,,1/4/2012,Worker was struck and killed by a forklift.,,
2833,Worker using a chain saw to cut down trees was struck and killed by falling limbs from another tree.,,,,"Utilities Forestry Services, Duncansville, PA 16635",1/7/2012,Worker using a chain saw to cut down trees was struck and killed by falling limbs from another tree.,,1/4/2012,Worker using a chain saw to cut down trees was struck and killed by falling limbs from another tree.,,
2834,Worker delivering a load of rocks in a Bob truck was crushed between the bed and cab.,,,,"Dreher Contracting, LLC., Bastrop, LA 71220",1/7/2012,Worker delivering a load of rocks in a Bob truck was crushed between the bed and cab.,,1/5/2012,Worker delivering a load of rocks in a Bob truck was crushed between the bed and cab.,,
2835,"Worker unloading cases of soda from a delivery truck was killed when the truck door hit him on the head, causing him to fall and hit his head on the concrete.",,,,"Father & Sons Pizza, Philadelphia, PA 19125",1/14/2012,"Worker unloading cases of soda from a delivery truck was killed when the truck door hit him on the head, causing him to fall and hit his head on the concrete.",,10/2/2011,"Worker unloading cases of soda from a delivery truck was killed when the truck door hit him on the head, causing him to fall and hit his head on the concrete.",,
2836,Worker was caught between a forklift and a storage rack.,,,,"Chanel, Inc., Piscataway, NJ 08854",1/14/2012,Worker was caught between a forklift and a storage rack.,,12/14/2011,Worker was caught between a forklift and a storage rack.,,
2837,Worker was struck and killed by a tree he was cutting down.,,,,"Bowllin Logging, Brookhaven, MS 39601",1/14/2012,Worker was struck and killed by a tree he was cutting down.,,12/20/2011,Worker was struck and killed by a tree he was cutting down.,,
2838,Worker performing electrical contract work suffered a heart attack.,,,,"Humphrey & Associates, Inc., Dallas, TX 75229",1/14/2012,Worker performing electrical contract work suffered a heart attack.,,12/23/2011,Worker performing electrical contract work suffered a heart attack.,,
2839,Worker was found unresponsive on the floor. Cause of death not yet determined.,,,,"Janis Plastics Inc., Antioch, IL 60002",1/14/2012,Worker was found unresponsive on the floor. Cause of death not yet determined.,,12/23/2011,Worker was found unresponsive on the floor. Cause of death not yet determined.,,
2840,Worker was struck and killed by another worker driving a loader.,,,,"Sunny Gem LLC/Cal Ag Resource, Buttom Willow, CA 93206",1/14/2012,Worker was struck and killed by another worker driving a loader.,,12/30/2011,Worker was struck and killed by another worker driving a loader.,,
2841,Worker found dead in a storage area. Cause of death pending.,,,,"Weathertop Nursery, Inc., Laytonville, CA 95454",1/14/2012,Worker found dead in a storage area. Cause of death pending.,,1/3/2012,Worker found dead in a storage area. Cause of death pending.,,
2842,Worker died when he was caught between a truck and a loading dock.,,,,"Super Center Concepts, Inc./ dba Superior Grocers, Santa Fe Springs, CA 90670",1/14/2012,Worker died when he was caught between a truck and a loading dock.,,1/4/2012,Worker died when he was caught between a truck and a loading dock.,,
2843,Worker was killed after being caught between a truck's driveshaft.,,,,"Novirtus Transport, Tacoma, WA 98421",1/14/2012,Worker was killed after being caught between a truck's driveshaft.,,1/5/2012,Worker was killed after being caught between a truck's driveshaft.,,
2844,Truck repairman was killed when the truck he was repairing fell on him.,,,,"Bernard Egan & Company, Ft. Pierce, FL 34946",1/14/2012,Truck repairman was killed when the truck he was repairing fell on him.,,1/6/2012,Truck repairman was killed when the truck he was repairing fell on him.,,
